ScientificName,Family,Genus,Species,MaxN,Common,SpeciesCode,SurveyID,Site,Season,Year
Myxus elongatus,Mugilidae,Myxus,elongatus,3,Sand Grey Mullet,myel,SY-TP55_E_S2021,SY-TP,Summer,2021
Myxus elongatus,Mugilidae,Myxus,elongatus,1,Sand Grey Mullet,myel,SY-TP23_E_S2021,SY-TP,Summer,2021
Myxus elongatus,Mugilidae,Myxus,elongatus,6,Sand Grey Mullet,myel,SY-TP57_E_S2021,SY-TP,Summer,2021
Myxus elongatus,Mugilidae,Myxus,elongatus,10,Sand Grey Mullet,myel,SY-TP06_C_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,1,Oyster Blenny,oman,CR-OP04_O_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-TP03_C_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-PH01_C_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,5,Oyster Blenny,oman,SY-TP27_C_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-TP06_C_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-TP01_E_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,6,Oyster Blenny,oman,SY-TP55_C_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-PH03_E_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-PH09_E_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,1,Oyster Blenny,oman,CR-OP01_O_S2020,OP-CR,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-TP37_E_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,CR-OP07_E_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,36,Oyster Blenny,oman,CR-OP08_E_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-PH10_C_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,8,Oyster Blenny,oman,SY-TP37_C_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,1,Oyster Blenny,oman,CR-OP10_E_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,CR-OP10_C_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-PH09_E_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-TP23_E_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-TP14_E_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,6,Oyster Blenny,oman,SY-TP06_C_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-PH06_C_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-PH11_C_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-TP23_C_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,CR-OP09_C_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,CR-OP06_C_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-TP14_C_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-PH12_C_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,1,Oyster Blenny,oman,SY-TP57_E_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,CR-OP01_E_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-PH08_E_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,1,Oyster Blenny,oman,CR-OP02_E_S2020,OP-CR,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,CR-OP02_C_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,5,Oyster Blenny,oman,SY-TP16_C_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-TP55_E_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,1,Oyster Blenny,oman,CR-OP09_C_S2020,OP-CR,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,5,Oyster Blenny,oman,CR-OP01_C_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,CR-OP05_C_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-PH05_E_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-TP23_E_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-PH11_E_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-PH09_C_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,CR-OP10_E_S2020,OP-CR,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,CR-OP04_C_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,5,Oyster Blenny,oman,SY-TP55_E_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-PH12_E_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-PH08_C_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,1,Oyster Blenny,oman,CR-OP09_E_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,1,Oyster Blenny,oman,CR-OP10_C_S2020,OP-CR,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,5,Oyster Blenny,oman,SY-TP57_C_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,CR-OP02_C_S2020,OP-CR,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-TP03_E_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,1,Oyster Blenny,oman,SY-PH02_E_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-PH06_C_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-TP03_C_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,5,Oyster Blenny,oman,SY-TP15_E_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,CR-OP02_E_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-TP27_C_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-TP14_E_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,1,Oyster Blenny,oman,CR-OP06_O_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,5,Oyster Blenny,oman,SY-TP27_E_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,1,Oyster Blenny,oman,SY-PH06_E_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-PH02_C_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-TP23_C_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,5,Oyster Blenny,oman,SY-TP06_E_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-TP08_C_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,5,Oyster Blenny,oman,SY-TP03_E_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,6,Oyster Blenny,oman,SY-TP14_C_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-PH05_C_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,8,Oyster Blenny,oman,SY-PH03_C_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-PH12_E_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,5,Oyster Blenny,oman,SY-TP08_C_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-PH11_E_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-PH10_E_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-PH02_C_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-PH10_E_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-PH07_E_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-TP37_E_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,5,Oyster Blenny,oman,SY-PH03_E_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-TP06_E_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-TP57_C_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-PH04_E_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-TP15_E_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-TP16_C_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-TP01_C_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,6,Oyster Blenny,oman,SY-PH10_C_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-PH07_C_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-PH02_E_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-PH09_C_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-TP15_C_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-TP57_E_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,CR-OP06_E_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,6,Oyster Blenny,oman,SY-PH12_C_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-TP15_C_S2020,SY-TP,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-PH08_C_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,1,Oyster Blenny,oman,CR-OP07_E_S2020,OP-CR,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-PH04_C_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-TP27_E_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,CR-OP07_C_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,4,Oyster Blenny,oman,SY-TP37_C_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,1,Oyster Blenny,oman,CR-OP07_C_S2020,OP-CR,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,CR-OP04_E_S2021,OP-CR,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,CR-OP01_C_S2020,OP-CR,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,CR-OP04_C_S2020,OP-CR,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,CR-OP01_E_S2020,OP-CR,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-PH08_E_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-PH05_E_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-TP55_C_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,3,Oyster Blenny,oman,SY-TP01_C_S2021,SY-TP,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,2,Oyster Blenny,oman,SY-PH01_E_S2021,SY-PH,Summer,2021
Omobranchus anolius,Blennidae,Omobranchus,anolius,6,Oyster Blenny,oman,SY-PH04_C_S2020,SY-PH,Summer,2020
Omobranchus anolius,Blennidae,Omobranchus,anolius,1,Oyster Blenny,oman,SY-TP23_O_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,3,Rotund Blenny,omro,SY-TP27_E_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP14_O_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP08_C_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,2,Rotund Blenny,omro,SY-TP08_C_S2021,SY-TP,Summer,2021
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP15_E_S2021,SY-TP,Summer,2021
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,CR-OP05_C_S2021,OP-CR,Summer,2021
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP23_C_S2021,SY-TP,Summer,2021
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,CR-OP10_E_S2020,OP-CR,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,2,Rotund Blenny,omro,SY-TP14_E_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP37_E_S2021,SY-TP,Summer,2021
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP27_C_S2021,SY-TP,Summer,2021
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP14_C_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP01_C_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,CR-OP02_C_S2020,OP-CR,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP06_E_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP37_C_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,3,Rotund Blenny,omro,SY-TP01_C_S2021,SY-TP,Summer,2021
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP57_C_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP27_C_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-PH09_C_S2020,SY-PH,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,3,Rotund Blenny,omro,SY-TP03_E_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,3,Rotund Blenny,omro,SY-TP37_E_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP27_E_S2021,SY-TP,Summer,2021
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP15_E_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-PH10_C_S2020,SY-PH,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,3,Rotund Blenny,omro,SY-TP23_C_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP55_E_S2020,SY-TP,Summer,2020
Omobranchus rotundiceps,Blennidae,Omobranchus,rotundiceps,1,Rotund Blenny,omro,SY-TP55_E_S2021,SY-TP,Summer,2021
Parablennius intermedius,Blennidae,Parablennius,intermedius,1,Horned Blenny,pain,CR-OP04_C_S2020,OP-CR,Summer,2020
Parablennius intermedius,Blennidae,Parablennius,intermedius,1,Horned Blenny,pain,SY-TP06_E_S2020,SY-TP,Summer,2020
Parma microlepis,Pomacentridae,Parma,microlepis,1,White-Ear,pami,CR-OP04_O_S2020,OP-CR,Summer,2020
Parma microlepis,Pomacentridae,Parma,microlepis,1,White-Ear,pami,CR-OP02_E_S2020,OP-CR,Summer,2020
Petroscirtes lupus,Blennidae,Petroscirtes,lupus,1,Brown Sabretooth Blenny,pelu,CR-OP07_O_S2020,OP-CR,Summer,2020
Petroscirtes lupus,Blennidae,Petroscirtes,lupus,1,Brown Sabretooth Blenny,pelu,CR-OP10_O_S2020,OP-CR,Summer,2020
Pelates sexlineatus,Terapontidae,Pelates,sexlineatus,3,Eastern Striped Grunter,pese,CR-OP05_O_S2021,OP-CR,Summer,2021
Pelates sexlineatus,Terapontidae,Pelates,sexlineatus,3,Eastern Striped Grunter,pese,CR-OP10_E_S2020,OP-CR,Summer,2020
Pelates sexlineatus,Terapontidae,Pelates,sexlineatus,1,Eastern Striped Grunter,pese,CR-OP10_O_S2021,OP-CR,Summer,2021
Pelates sexlineatus,Terapontidae,Pelates,sexlineatus,1,Eastern Striped Grunter,pese,CR-OP09_O_S2020,OP-CR,Summer,2020
Pelates sexlineatus,Terapontidae,Pelates,sexlineatus,5,Eastern Striped Grunter,pese,CR-OP02_E_S2020,OP-CR,Summer,2020
Pelates sexlineatus,Terapontidae,Pelates,sexlineatus,10,Eastern Striped Grunter,pese,CR-OP10_O_S2020,OP-CR,Summer,2020
Pelates sexlineatus,Terapontidae,Pelates,sexlineatus,1,Eastern Striped Grunter,pese,CR-OP10_E_S2021,OP-CR,Summer,2021
Pelates sexlineatus,Terapontidae,Pelates,sexlineatus,2,Eastern Striped Grunter,pese,CR-OP04_O_S2021,OP-CR,Summer,2021
Pelates sexlineatus,Terapontidae,Pelates,sexlineatus,1,Eastern Striped Grunter,pese,CR-OP01_O_S2021,OP-CR,Summer,2021
Pelates sexlineatus,Terapontidae,Pelates,sexlineatus,2,Eastern Striped Grunter,pese,CR-OP08_O_S2021,OP-CR,Summer,2021
Pictilabrus laticlavius,Labridae,Pictilabrus,laticlavius,1,Senator Wrasse,pila,CR-OP10_O_S2020,OP-CR,Summer,2020
Pictilabrus laticlavius,Labridae,Pictilabrus,laticlavius,1,Senator Wrasse,pila,CR-OP09_O_S2020,OP-CR,Summer,2020
Platycephalus fuscus,Platycephalidae,Platycephalus,fuscus,1,Dusky Flathead,plfu,CR-OP02_O_S2021,OP-CR,Summer,2021
Platycephalus fuscus,Platycephalidae,Platycephalus,fuscus,1,Dusky Flathead,plfu,SY-PH04_O_S2020,SY-PH,Summer,2020
Platycephalus fuscus,Platycephalidae,Platycephalus,fuscus,1,Dusky Flathead,plfu,CR-OP06_E_S2021,OP-CR,Summer,2021
Platycephalus fuscus,Platycephalidae,Platycephalus,fuscus,1,Dusky Flathead,plfu,SY-PH01_O_S2020,SY-PH,Summer,2020
Prionurus microlepidotus,Acanthuridae,Prionurus,microlepidotus,1,Australian Sawtail,prmi,SY-TP16_C_S2020,SY-TP,Summer,2020
Pseudorhombus arsius,Paralichthyidae,Pseudorhombus,arsius,1,Large-tooth Flounder,psar,SY-TP57_E_S2020,SY-TP,Summer,2020
Pseudorhombus arsius,Paralichthyidae,Pseudorhombus,arsius,1,Large-tooth Flounder,psar,SY-TP57_O_S2021,SY-TP,Summer,2021
Pseudocaranx georgianus,Carangidae,Pseudocaranx,georgianus,1,Silver Trevally,psge,SY-TP23_O_S2021,SY-TP,Summer,2021
Pseudocaranx georgianus,Carangidae,Pseudocaranx,georgianus,3,Silver Trevally,psge,CR-OP04_O_S2021,OP-CR,Summer,2021
Pseudocaranx georgianus,Carangidae,Pseudocaranx,georgianus,2,Silver Trevally,psge,SY-TP37_O_S2020,SY-TP,Summer,2020
Pseudocaranx georgianus,Carangidae,Pseudocaranx,georgianus,2,Silver Trevally,psge,CR-OP05_O_S2021,OP-CR,Summer,2021
Pseudocaranx georgianus,Carangidae,Pseudocaranx,georgianus,6,Silver Trevally,psge,SY-PH03_O_S2021,SY-PH,Summer,2021
Pseudocaranx georgianus,Carangidae,Pseudocaranx,georgianus,2,Silver Trevally,psge,SY-TP37_E_S2020,SY-TP,Summer,2020
Pseudolabrus guentheri,Labridae,Pseudolabrus,guentheri,1,Gunther's Wrasse,psgu,CR-OP10_O_S2020,OP-CR,Summer,2020
Pseudolabrus guentheri,Labridae,Pseudolabrus,guentheri,2,Gunther's Wrasse,psgu,CR-OP09_O_S2020,OP-CR,Summer,2020
Pseudolabrus guentheri,Labridae,Pseudolabrus,guentheri,1,Gunther's Wrasse,psgu,CR-OP02_O_S2021,OP-CR,Summer,2021
Pseudolabrus guentheri,Labridae,Pseudolabrus,guentheri,2,Gunther's Wrasse,psgu,SY-TP01_E_S2021,SY-TP,Summer,2021
Pseudolabrus guentheri,Labridae,Pseudolabrus,guentheri,1,Gunther's Wrasse,psgu,CR-OP04_O_S2021,OP-CR,Summer,2021
Pseudolabrus guentheri,Labridae,Pseudolabrus,guentheri,1,Gunther's Wrasse,psgu,CR-OP10_E_S2020,OP-CR,Summer,2020
Pseudolabrus guentheri,Labridae,Pseudolabrus,guentheri,2,Gunther's Wrasse,psgu,CR-OP04_O_S2020,OP-CR,Summer,2020
Pseudolabrus guentheri,Labridae,Pseudolabrus,guentheri,1,Gunther's Wrasse,psgu,CR-OP02_E_S2020,OP-CR,Summer,2020
Pseudolabrus guentheri,Labridae,Pseudolabrus,guentheri,1,Gunther's Wrasse,psgu,CR-OP10_O_S2021,OP-CR,Summer,2021
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,2,Largemouth Goby,rema,CR-OP10_O_S2021,OP-CR,Summer,2021
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,3,Largemouth Goby,rema,CR-OP04_E_S2021,OP-CR,Summer,2021
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,1,Largemouth Goby,rema,SY-TP27_C_S2020,SY-TP,Summer,2020
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,1,Largemouth Goby,rema,SY-TP55_E_S2021,SY-TP,Summer,2021
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,1,Largemouth Goby,rema,SY-TP03_E_S2020,SY-TP,Summer,2020
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,1,Largemouth Goby,rema,SY-TP14_C_S2020,SY-TP,Summer,2020
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,2,Largemouth Goby,rema,CR-OP10_E_S2021,OP-CR,Summer,2021
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,1,Largemouth Goby,rema,SY-TP16_O_S2020,SY-TP,Summer,2020
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,1,Largemouth Goby,rema,SY-TP06_E_S2020,SY-TP,Summer,2020
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,1,Largemouth Goby,rema,SY-TP03_O_S2021,SY-TP,Summer,2021
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,1,Largemouth Goby,rema,SY-TP01_C_S2020,SY-TP,Summer,2020
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,3,Largemouth Goby,rema,SY-TP01_O_S2020,SY-TP,Summer,2020
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,1,Largemouth Goby,rema,CR-OP09_E_S2021,OP-CR,Summer,2021
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,3,Largemouth Goby,rema,SY-TP15_E_S2021,SY-TP,Summer,2021
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,1,Largemouth Goby,rema,SY-TP27_E_S2020,SY-TP,Summer,2020
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,1,Largemouth Goby,rema,SY-PH08_E_S2020,SY-PH,Summer,2020
Redigobius macrostoma,Gobiidae,Redigobius,macrostoma,1,Largemouth Goby,rema,SY-TP37_E_S2021,SY-TP,Summer,2021
